42,Metformin,Sorafenib,A2058,oneil_2016,2.97477497,22.104193247593397,270
43,Erlotinib,Sorafenib,A2058,oneil_2016,0.7864527,22.913246273888397,166
44,Methotrexate,Sorafenib,A2058,oneil_2016,8.446590565,17.336073484976403,290
45,MK-2206,Sorafenib,A2058,oneil_2016,1.43779494,29.205965586928897,326
46,MK-4541,Sorafenib,A2058,oneil_2016,1.141955115,20.459691281649,358
47,MK-4827,Sorafenib,A2058,oneil_2016,7.246990650000001,20.3989676828699,378
48,MK-5108,Sorafenib,A2058,oneil_2016,0.76139358,22.886985435651003,394
49,MK-8669,Sorafenib,A2058,oneil_2016,3.02085636,20.730942248948,402
50,MRK-003,Sorafenib,A2058,oneil_2016,0.42727508000000003,42.9044936792447,433
51,Mitomycine,Sorafenib,A2058,oneil_2016,13.11856911,19.918690403710198,310
52,Lapatinib,MK-8776,A2058,oneil_2016,3.27935656,51.602220384804895,248
53,Doxorubicin,Sorafenib,A2058,oneil_2016,18.48860094,23.6648016112867,151
54,Dasatinib,Sorafenib,A2058,oneil_2016,6.252909355,25.0417809858392,112
55,MRK-003,PD325901,A2058,oneil_2016,2.07714781,28.952682355858002,431
56,Paclitaxel,PD325901,A2058,oneil_2016,11.671949245,29.7224200376161,458
57,Sunitinib,PD325901,A2058,oneil_2016,3.0020912600000003,38.444671732978,495
58,Temozolomide,PD325901,A2058,oneil_2016,14.97190962,24.2341413195718,515
59,Vinblastine,PD325901,A2058,oneil_2016,4.19382028,25.3721678754988,538
60,Vinorelbine,PD325901,A2058,oneil_2016,16.170951485,9.374342739637381,557
61,Dexamethasone,Sorafenib,A2058,oneil_2016,10.01560544,23.575855155463,130
62,Zolinza,PD325901,A2058,oneil_2016,2.93420505,16.2614343013663,578
63,ABT-888,Sorafenib,A2058,oneil_2016,8.48984554,44.482397930385105,28
64,AZD1775,Sorafenib,A2058,oneil_2016,1.17964135,22.334188664008497,46
65,BEZ-235,Sorafenib,A2058,oneil_2016,9.05040206,23.4769406300178,52
66,Bortezomib,Sorafenib,A2058,oneil_2016,4.2954574,31.0969626386134,62
67,Carboplatin,Sorafenib,A2058,oneil_2016,1.510636425,29.495755306330103,80
68,Cyclophosphamide,Sorafenib,A2058,oneil_2016,0.97470209,22.9326752023591,100
69,5-FU,Sorafenib,A2058,oneil_2016,1.687855075,22.4398960883046,17
70,Oxaliplatin,Sorafenib,A2058,oneil_2016,0.25405378,20.6482099803506,442
71,L778123,MK-8776,A2058,oneil_2016,3.772868905,39.673716375421705,227
72,Etoposide,MK-8776,A2058,oneil_2016,13.986851195,35.3701829751495,181
73,ABT-888,MK-8669,A2058,oneil_2016,11.00259434,32.595451194035604,24
74,5-FU,MK-8669,A2058,oneil_2016,4.200603875,31.5780942956482,14
75,Zolinza,MK-5108,A2058,oneil_2016,1.53761834,16.529034666353198,574
76,Vinorelbine,MK-5108,A2058,oneil_2016,14.774364775,17.9759687206885,554
77,Vinblastine,MK-5108,A2058,oneil_2016,2.79723357,43.0975365484239,535
78,Temozolomide,MK-5108,A2058,oneil_2016,13.57532291,20.212966846574,511
79,Sunitinib,MK-5108,A2058,oneil_2016,1.60550455,31.651851648958395,491
80,Paclitaxel,MK-5108,A2058,oneil_2016,10.275362535000001,44.22840994978729,455
81,MRK-003,MK-5108,A2058,oneil_2016,0.6805611,14.807966551425901,426
82,MK-4541,MK-5108,A2058,oneil_2016,1.395241135,24.8346561867991,350
83,Mitomycine,MK-5108,A2058,oneil_2016,13.37185513,54.3375705382835,306
84,Methotrexate,MK-5108,A2058,oneil_2016,8.699876585,8.58849948143713,286
85,Metformin,MK-5108,A2058,oneil_2016,3.22806099,27.771286533340103,266
86,Lapatinib,MK-5108,A2058,oneil_2016,0.5073398,22.8674561785488,246
87,L778123,MK-5108,A2058,oneil_2016,1.000852145,40.249144799137,225
88,Gemcitabine,MK-5108,A2058,oneil_2016,2.9501707600000002,37.841682665239894,205
89,Etoposide,MK-5108,A2058,oneil_2016,11.214834435,22.7795240198911,179
90,MK-4541,MK-4827,A2058,oneil_2016,7.880838205,12.208848748341598,349
91,MK-5108,MK-4827,A2058,oneil_2016,7.50027667,55.1106557007113,388
92,MRK-003,MK-4827,A2058,oneil_2016,7.16615817,51.209997233969,425
93,Paclitaxel,MK-4827,A2058,oneil_2016,16.760959605,15.048155375757,454
94,Sunitinib,MK-4827,A2058,oneil_2016,8.09110162,39.3840480320912,490
95,Vinblastine,MK-4827,A2058,oneil_2016,9.28283064,23.9372953905614,534
96,AZD1775,MK-8669,A2058,oneil_2016,3.6923901499999996,31.113858698249302,41
97,Vinorelbine,MK-4827,A2058,oneil_2016,21.259961845,11.0602910289991,553
98,5-FU,MK-5108,A2058,oneil_2016,1.941141095,25.8088166199362,13
99,AZD1775,MK-5108,A2058,oneil_2016,1.43292737,15.361606288948,40
100,Carboplatin,MK-5108,A2058,oneil_2016,1.763922445,17.3255760895937,76
101,Cyclophosphamide,MK-5108,A2058,oneil_2016,1.22798811,14.847591067375697,96
102,Dexamethasone,MK-5108,A2058,oneil_2016,10.26889146,13.3463231510953,126
103,Doxorubicin,MK-5108,A2058,oneil_2016,18.741886960000002,33.8021842526512,147
104,Zolinza,MK-4827,A2058,oneil_2016,8.02321541,21.7420278225425,573
105,Bortezomib,MK-8669,A2058,oneil_2016,6.808206199999999,26.718297045180602,58
106,Carboplatin,MK-8669,A2058,oneil_2016,4.023385225,27.6086605542539,77
107,Cyclophosphamide,MK-8669,A2058,oneil_2016,3.48745089,19.4708850158382,97
108,Vinblastine,MK-8669,A2058,oneil_2016,5.056696349999999,25.1874523639685,536
109,Vinorelbine,MK-8669,A2058,oneil_2016,17.033827555,19.6331272671435,555
110,Zolinza,MK-8669,A2058,oneil_2016,3.7970811199999996,31.058802649489603,575
111,ABT-888,MK-8776,A2058,oneil_2016,11.51514832,29.368549253869702,25
112,AZD1775,MK-8776,A2058,oneil_2016,4.20494413,67.5406930945306,42
113,BEZ-235,MK-8776,A2058,oneil_2016,12.07570484,45.0683534197029,49
114,Temozolomide,MK-8669,A2058,oneil_2016,15.83478569,29.788310216759896,512
115,Bortezomib,MK-8776,A2058,oneil_2016,7.32076018,31.590580506510502,59
116,Cyclophosphamide,MK-8776,A2058,oneil_2016,4.00000487,18.6051186473734,98
117,Dasatinib,MK-8776,A2058,oneil_2016,9.278212135,43.547055336595704,109
118,Dexamethasone,MK-8776,A2058,oneil_2016,13.04090822,28.879766178880896,128
119,Dinaciclib,MK-8776,A2058,oneil_2016,6.694887700000001,22.2067591488653,134
120,Doxorubicin,MK-8776,A2058,oneil_2016,21.513903720000002,39.4110096778911,149
121,Erlotinib,MK-8776,A2058,oneil_2016,3.81175548,39.0169944521457,162
122,Carboplatin,MK-8776,A2058,oneil_2016,4.535939205,47.008040377725706,78
123,geldanamycin,MK-8776,A2058,oneil_2016,14.67961363,51.203419003968804,189
124,Sunitinib,MK-8669,A2058,oneil_2016,3.86496733,45.5320266491712,492
125,Paclitaxel,MK-8669,A2058,oneil_2016,12.534825315,13.8755950565502,456
126,Dasatinib,MK-8669,A2058,oneil_2016,8.765658155,30.7165923523996,108
127,Dexamethasone,MK-8669,A2058,oneil_2016,12.52835424,17.5979013027014,127
128,Doxorubicin,MK-8669,A2058,oneil_2016,21.001349740000002,21.3854491439103,148
129,Erlotinib,MK-8669,A2058,oneil_2016,3.2992014999999997,33.9779982090125,161
130,Etoposide,MK-8669,A2058,oneil_2016,13.474297215,40.562230398275105,180
131,Gemcitabine,MK-8669,A2058,oneil_2016,5.2096335400000005,35.6033048345286,206
132,PD325901,MK-8669,A2058,oneil_2016,4.67072909,33.8427718194787,469
133,Lapatinib,MK-8669,A2058,oneil_2016,2.76680258,31.715420434319896,247
134,Methotrexate,MK-8669,A2058,oneil_2016,10.959339365,10.6368689869344,287
135,Mitomycine,MK-8669,A2058,oneil_2016,15.63131791,40.8702922845213,307
136,MK-4541,MK-8669,A2058,oneil_2016,3.654703915,22.116058096430503,351
137,MK-4827,MK-8669,A2058,oneil_2016,9.75973945,42.4801589058064,373
138,MK-5108,MK-8669,A2058,oneil_2016,3.27414238,19.837202131945897,389
139,MRK-003,MK-8669,A2058,oneil_2016,2.9400238799999996,27.6203222796466,427
140,Metformin,MK-8669,A2058,oneil_2016,5.487523769999999,28.807838865587897,267
141,Paclitaxel,Sorafenib,A2058,oneil_2016,10.022076515,24.0485694080933,459
142,PD325901,Sorafenib,A2058,oneil_2016,2.1579802900000002,38.292575853562205,473
143,SN-38,Sorafenib,A2058,oneil_2016,1.316083785,24.548863829387496,477
144,MK-5108,Topotecan,A2058,oneil_2016,9.35901423,52.2633098474004,395
145,MK-4827,Topotecan,A2058,oneil_2016,15.8446113,70.8180880156573,379
146,MK-4541,Topotecan,A2058,oneil_2016,9.739575765,19.609683680365,361
147,MK-2206,Topotecan,A2058,oneil_2016,10.03541559,37.7191339432795,327
148,Lapatinib,Topotecan,A2058,oneil_2016,8.85167443,46.786614904911794,253
149,L778123,Topotecan,A2058,oneil_2016,9.345186774999998,62.446804262434796,234
150,geldanamycin,Topotecan,A2058,oneil_2016,20.251931499999998,48.833551692233,193
151,Erlotinib,Topotecan,A2058,oneil_2016,9.38407335,56.572109329145896,167
152,Dasatinib,Topotecan,A2058,oneil_2016,14.850530005,33.6504720841128,113
153,Bortezomib,Topotecan,A2058,oneil_2016,12.89307805,34.3796806922291,63
154,AZD1775,Topotecan,A2058,oneil_2016,9.777261999999999,29.6925573357574,47
155,ABT-888,Topotecan,A2058,oneil_2016,17.08746619,19.227406230354397,29
156,Zolinza,SN-38,A2058,oneil_2016,2.092308545,21.0735712000453,579
157,Temozolomide,SN-38,A2058,oneil_2016,14.130013115,17.0078050078235,516
158,Sunitinib,SN-38,A2058,oneil_2016,2.160194755,37.3916422262946,496
159,PD325901,SN-38,A2058,oneil_2016,2.9659565150000002,11.522973856379002,472
160,MRK-003,SN-38,A2058,oneil_2016,1.235251305,21.4723185711936,432
161,Zolinza,Oxaliplatin,A2058,oneil_2016,1.03027854,29.134068955988997,577
162,ABT-888,SN-38,A2058,oneil_2016,9.297821765,41.5390574349199,27
163,AZD1775,SN-38,A2058,oneil_2016,1.987617575,29.738376100496698,45
164,BEZ-235,SN-38,A2058,oneil_2016,9.858378285,14.610464428436101,51
165,Bortezomib,SN-38,A2058,oneil_2016,5.103433624999999,41.2027651430581,61
166,Dasatinib,SN-38,A2058,oneil_2016,7.060885580000001,23.1629557323992,111
167,MK-8669,Topotecan,A2058,oneil_2016,11.61847701,29.1291712080021,403
168,Erlotinib,SN-38,A2058,oneil_2016,1.5944289249999999,32.5531198889939,165
169,L778123,SN-38,A2058,oneil_2016,1.55554235,54.7654335126419,230
170,Lapatinib,SN-38,A2058,oneil_2016,1.062030005,38.553783367353894,251
171,MK-2206,SN-38,A2058,oneil_2016,2.245771165,12.632616118029802,325
172,MK-4541,SN-38,A2058,oneil_2016,1.94993134,11.4045494294681,357
173,MK-5108,SN-38,A2058,oneil_2016,1.569369805,16.6380462689671,393
174,MK-8669,SN-38,A2058,oneil_2016,3.828832585,24.8884546461837,401
175,geldanamycin,SN-38,A2058,oneil_2016,12.462287075,37.9677556013899,191
176,MRK-003,Topotecan,A2058,oneil_2016,9.024895729999999,50.51083689684361,436
177,PD325901,Topotecan,A2058,oneil_2016,10.755600939999999,16.7176647970486,474
178,Sunitinib,Topotecan,A2058,oneil_2016,9.94983918,40.4112812130655,499
179,MK-4541,Dexamethasone,A2058,oneil_2016,10.649452995,14.0407724450793,336
180,MRK-003,Dexamethasone,A2058,oneil_2016,9.93477296,17.7410817228855,412
181,MK-4541,Doxorubicin,A2058,oneil_2016,19.122448495,36.153760345950396,338
182,MRK-003,Doxorubicin,A2058,oneil_2016,18.407768460000003,29.148647392059697,414
183,MK-4541,Metformin,A2058,oneil_2016,3.608622525,12.165306923608698,345
184,MRK-003,Metformin,A2058,oneil_2016,2.8939424899999997,21.958155804833897,421
185,MRK-003,Cyclophosphamide,A2058,oneil_2016,0.89386961,24.685288748164602,410
186,MK-4541,Methotrexate,A2058,oneil_2016,9.08043812,10.3400365628795,346
187,MK-4541,Mitomycine,A2058,oneil_2016,13.752416665,50.18591640388289,347
188,MRK-003,Mitomycine,A2058,oneil_2016,13.03773663,52.32380072908771,423
189,MK-4541,MRK-003,A2058,oneil_2016,1.061122635,12.444162990796,353
190,MK-4541,Paclitaxel,A2058,oneil_2016,10.655924070000001,5.07347544055642,355
191,MRK-003,Paclitaxel,A2058,oneil_2016,9.941244035,27.865548518474302,430
192,MK-4541,Vinblastine,A2058,oneil_2016,3.177795105,24.5330551220539,362
193,MRK-003,Methotrexate,A2058,oneil_2016,8.365758085,14.906737086719902,422
194,Temozolomide,Oxaliplatin,A2058,oneil_2016,13.06798311,30.5917161257683,514
195,MK-4541,Cyclophosphamide,A2058,oneil_2016,1.608549645,2.9095651705936496,334
196,MK-4541,Carboplatin,A2058,oneil_2016,2.14448398,5.58970037567231,333
197,Temozolomide,Topotecan,A2058,oneil_2016,21.91965754,30.8981576928836,518
198,Zolinza,Topotecan,A2058,oneil_2016,9.881952969999999,29.965632668983197,583
199,L778123,Etoposide,A2058,oneil_2016,11.201006979999999,20.7967460197397,219
200,MK-4541,Etoposide,A2058,oneil_2016,11.59539597,12.5471058864391,340
201,MRK-003,Etoposide,A2058,oneil_2016,10.880715935,17.6987917857722,416
202,L778123,Gemcitabine,A2058,oneil_2016,2.9363433050000003,34.8785881383871,221
203,MRK-003,Carboplatin,A2058,oneil_2016,1.429803945,29.470247097508803,409
204,MK-4541,Gemcitabine,A2058,oneil_2016,3.3307322950000002,22.5137928908516,342
205,Zolinza,Gemcitabine,A2058,oneil_2016,3.4731095000000005,21.535971578437,570
206,L778123,Vinorelbine,A2058,oneil_2016,14.76053732,26.151233012607797,235
207,MK-4541,Vinorelbine,A2058,oneil_2016,15.15492631,1.46726735681361,363
208,MRK-003,Vinorelbine,A2058,oneil_2016,14.440246275,34.4666555519092,438
209,MK-4541,5-FU,A2058,oneil_2016,2.32170263,18.671448590933302,328
210,MRK-003,5-FU,A2058,oneil_2016,1.607022595,29.6242645854846,404
211,MRK-003,Gemcitabine,A2058,oneil_2016,2.61605226,26.3034087983637,418
212,Sunitinib,Oxaliplatin,A2058,oneil_2016,1.09816475,30.3637008548103,494
213,PD325901,Oxaliplatin,A2058,oneil_2016,1.90392651,36.139933603631796,471
214,MRK-003,Oxaliplatin,A2058,oneil_2016,0.1732213,34.015447423428995,429
215,Vinblastine,Sunitinib,A2058,oneil_2016,3.38805852,34.5852009082026,540
216,Vinorelbine,Sunitinib,A2058,oneil_2016,15.365189725,36.678915460899404,559
217,Zolinza,Sunitinib,A2058,oneil_2016,2.12844329,35.9583901353002,581
218,5-FU,Temozolomide,A2058,oneil_2016,14.501784405,17.1773756301471,19
219,Carboplatin,Temozolomide,A2058,oneil_2016,14.324565755,15.9829293407336,82
220,Cyclophosphamide,Temozolomide,A2058,oneil_2016,13.78863142,47.57492643930411,102
221,Paclitaxel,Sunitinib,A2058,oneil_2016,10.866187485000001,36.821199988862205,460
222,Dexamethasone,Temozolomide,A2058,oneil_2016,22.829534770000002,12.679142869992399,132
223,Etoposide,Temozolomide,A2058,oneil_2016,23.775477745,31.006433746086397,185
224,Gemcitabine,Temozolomide,A2058,oneil_2016,15.51081407,32.4627498012218,211
225,L778123,Temozolomide,A2058,oneil_2016,13.561495455,51.5361130628279,233
226,Metformin,Temozolomide,A2058,oneil_2016,15.7887043,16.2253603485595,272
227,Methotrexate,Temozolomide,A2058,oneil_2016,21.260519895,7.373907685238071,292
228,Mitomycine,Temozolomide,A2058,oneil_2016,25.93249844,48.27095735510079,312
229,Doxorubicin,Temozolomide,A2058,oneil_2016,31.302530270000002,33.2844799849737,153
230,MK-4541,Temozolomide,A2058,oneil_2016,13.955884445,18.558152868266,360
231,MK-4541,Sunitinib,A2058,oneil_2016,1.986066085,35.0119858607816,359
232,Methotrexate,Sunitinib,A2058,oneil_2016,9.290701535,19.2794097463977,291
233,Temozolomide,Sorafenib,A2058,oneil_2016,13.32203689,24.477846239018803,517
234,Topotecan,Sorafenib,A2058,oneil_2016,9.105728209999999,47.1843631001118,522
235,Vinblastine,Sorafenib,A2058,oneil_2016,2.54394755,53.4269615170658,539
236,Vinorelbine,Sorafenib,A2058,oneil_2016,14.521078755,25.809556368786897,558
237,Zolinza,Sorafenib,A2058,oneil_2016,1.28433232,32.664527979425394,580
238,5-FU,Sunitinib,A2058,oneil_2016,2.531966045,34.7801894797793,18
239,Mitomycine,Sunitinib,A2058,oneil_2016,13.96268008,49.8291961208934,311
240,Carboplatin,Sunitinib,A2058,oneil_2016,2.354747395,35.88066441652371,81
241,Dexamethasone,Sunitinib,A2058,oneil_2016,10.85971641,37.6259008492233,131
242,Doxorubicin,Sunitinib,A2058,oneil_2016,19.33271191,24.1462409343512,152
243,Etoposide,Sunitinib,A2058,oneil_2016,11.805659385,36.3711618736096,184
244,Gemcitabine,Sunitinib,A2058,oneil_2016,3.5409957100000002,33.4791836537956,210
245,L778123,Sunitinib,A2058,oneil_2016,1.591677095,37.9524919863415,232
246,Metformin,Sunitinib,A2058,oneil_2016,3.81888594,32.8836514184194,271
247,Cyclophosphamide,Sunitinib,A2058,oneil_2016,1.81881306,36.3860520455747,101
248,Mitomycine,MK-4827,A2058,oneil_2016,19.8574522,58.309631092952,305
249,MRK-003,Temozolomide,A2058,oneil_2016,13.24120441,26.580746472402396,435
250,Sunitinib,Temozolomide,A2058,oneil_2016,14.16614786,41.051288222959,498
251,ABT-888,Oxaliplatin,A2058,oneil_2016,8.23579176,13.5812068014151,26
252,AZD1775,Oxaliplatin,A2058,oneil_2016,0.92558757,23.0761609092234,43
253,BEZ-235,Oxaliplatin,A2058,oneil_2016,8.79634828,69.1964675418836,50
254,Bortezomib,Oxaliplatin,A2058,oneil_2016,4.04140362,35.0548068506781,60
255,Dasatinib,Oxaliplatin,A2058,oneil_2016,5.998855575,25.277814420597895,110
256,Erlotinib,Oxaliplatin,A2058,oneil_2016,0.53239892,51.4463340048698,163
257,Vinorelbine,Zolinza,A2058,oneil_2016,15.297303515,14.891249701540898,561
258,geldanamycin,Oxaliplatin,A2058,oneil_2016,11.40025707,41.573611263962796,190
259,Lapatinib,Oxaliplatin,A2058,oneil_2016,0.0,36.0187627444204,249
260,MK-2206,Oxaliplatin,A2058,oneil_2016,1.18374116,24.2503057299944,323
261,MK-4541,Oxaliplatin,A2058,oneil_2016,0.887901335,9.015646302014199,354
262,MK-4827,Oxaliplatin,A2058,oneil_2016,6.99293687,38.948020132982,375
263,MK-5108,Oxaliplatin,A2058,oneil_2016,0.5073398,15.595250046761501,391
264,MK-8669,Oxaliplatin,A2058,oneil_2016,2.76680258,23.040883893604498,400
265,L778123,Oxaliplatin,A2058,oneil_2016,0.493512345,21.088845851472602,228
266,Paclitaxel,Temozolomide,A2058,oneil_2016,22.836005845000003,14.376838679778302,461
267,Vinblastine,Zolinza,A2058,oneil_2016,3.3201723100000002,24.325355698842202,542
268,MRK-003,Zolinza,A2058,oneil_2016,1.20349984,25.037190136596998,439
269,Vinblastine,Temozolomide,A2058,oneil_2016,15.35787688,25.8917764273827,541
270,Vinorelbine,Temozolomide,A2058,oneil_2016,27.335008085,24.475803922304102,560
271,Zolinza,Temozolomide,A2058,oneil_2016,14.09826165,27.8962134940653,582
272,5-FU,Zolinza,A2058,oneil_2016,2.464079835,21.427966642671603,20
273,Carboplatin,Zolinza,A2058,oneil_2016,2.2868611850000002,28.6737572246703,83
274,Cyclophosphamide,Zolinza,A2058,oneil_2016,1.75092685,13.3199816408567,103
275,Paclitaxel,Zolinza,A2058,oneil_2016,10.798301275,13.128262914430199,462
276,Dexamethasone,Zolinza,A2058,oneil_2016,10.7918302,11.68577886049,133
277,Etoposide,Zolinza,A2058,oneil_2016,11.737773175,18.6824569601315,186
278,L778123,Zolinza,A2058,oneil_2016,1.5237908850000002,34.408811172476696,236
279,Metformin,Zolinza,A2058,oneil_2016,3.75099973,22.878238949299696,273
280,Methotrexate,Zolinza,A2058,oneil_2016,9.222815325,6.02580438448221,293
281,Mitomycine,Zolinza,A2058,oneil_2016,13.894793869999999,54.00620048312761,313
282,MK-4541,Zolinza,A2058,oneil_2016,1.918179875,12.8837854230284,364
283,Doxorubicin,Zolinza,A2058,oneil_2016,19.264825700000003,30.283195877922502,154
284,Methotrexate,MK-4827,A2058,oneil_2016,15.185473655,8.54587093601917,285
285,Sunitinib,Sorafenib,A2058,oneil_2016,1.35221853,29.894674495835098,497
286,Lapatinib,MK-4827,A2058,oneil_2016,6.99293687,25.7321738143718,245
287,5-FU,Dasatinib,A2058,oneil_2016,7.432656870000001,21.697118792790103,5
288,Zolinza,Bortezomib,A2058,oneil_2016,5.07168216,33.899521339949196,565
289,Vinorelbine,Bortezomib,A2058,oneil_2016,18.308428595,34.5119252849503,546
290,Vinblastine,Bortezomib,A2058,oneil_2016,6.33129739,36.9197709066454,526
291,Temozolomide,Bortezomib,A2058,oneil_2016,17.10938673,28.732818121852898,503
292,Sunitinib,Bortezomib,A2058,oneil_2016,5.139568369999999,35.4330585367124,483
293,PD325901,Bortezomib,A2058,oneil_2016,5.945330129999999,29.534997289941398,465
294,Paclitaxel,Bortezomib,A2058,oneil_2016,13.809426355,27.0390490212151,446
295,MRK-003,Bortezomib,A2058,oneil_2016,4.214624919999999,37.6844131397266,408
296,MK-5108,Bortezomib,A2058,oneil_2016,4.548743419999999,28.3231282070471,382
297,MK-4827,Bortezomib,A2058,oneil_2016,11.03434049,32.3502456901119,367
298,MK-4541,Bortezomib,A2058,oneil_2016,4.929304954999999,33.4843338310121,332
299,MK-2206,Bortezomib,A2058,oneil_2016,5.22514478,25.2422098821014,316
300,Mitomycine,Bortezomib,A2058,oneil_2016,16.90591895,52.6332190595521,297
301,Methotrexate,Bortezomib,A2058,oneil_2016,12.233940404999998,21.5249080839238,277
302,Metformin,Bortezomib,A2058,oneil_2016,6.7621248099999995,18.0899754270542,257
303,Lapatinib,Bortezomib,A2058,oneil_2016,4.04140362,33.924859038947204,239
304,Topotecan,BEZ-235,A2058,oneil_2016,17.64802271,24.037549988316197,519
305,Vinblastine,BEZ-235,A2058,oneil_2016,11.08624205,25.617747486558798,525
306,Vinorelbine,BEZ-235,A2058,oneil_2016,23.063373255000002,14.0518422037289,545
307,Zolinza,BEZ-235,A2058,oneil_2016,9.82662682,27.7323754019388,564
308,5-FU,Bortezomib,A2058,oneil_2016,5.475204915,26.4446797050344,4
309,AZD1775,Bortezomib,A2058,oneil_2016,4.96699119,31.3539825783402,32
310,AZD1775,Dasatinib,A2058,oneil_2016,6.924443145000001,30.3600979349516,33
311,Carboplatin,Bortezomib,A2058,oneil_2016,5.297986265,26.742551152923102,67
312,Dexamethasone,Bortezomib,A2058,oneil_2016,13.802955279999999,35.063837118252394,117
313,Doxorubicin,Bortezomib,A2058,oneil_2016,22.275950780000002,33.8522199245049,138
314,Erlotinib,Bortezomib,A2058,oneil_2016,4.57380254,32.2325438996455,157
315,Etoposide,Bortezomib,A2058,oneil_2016,14.748898255,28.2022160136515,171
316,Gemcitabine,Bortezomib,A2058,oneil_2016,6.48423458,34.1674603987343,197
317,L778123,Bortezomib,A2058,oneil_2016,4.534915965,30.065529229127897,215
318,Cyclophosphamide,Bortezomib,A2058,oneil_2016,4.762051929999999,34.2435723971732,87
319,Bortezomib,Dasatinib,A2058,oneil_2016,10.040259195,28.6973267731697,55
320,Carboplatin,Dasatinib,A2058,oneil_2016,7.25543822,24.0513972612252,68
321,Cyclophosphamide,Dasatinib,A2058,oneil_2016,6.719503885,8.119521220553029,88
322,Temozolomide,Dasatinib,A2058,oneil_2016,19.066838685,17.4544062911692,504
323,Vinblastine,Dasatinib,A2058,oneil_2016,8.288749345,37.7587134565941,527
324,Vinorelbine,Dasatinib,A2058,oneil_2016,20.26588055,9.202963348574698,547
325,Zolinza,Dasatinib,A2058,oneil_2016,7.029134115000001,21.1711148699575,566
326,5-FU,Dinaciclib,A2058,oneil_2016,4.849332435,13.471377751256599,6
327,ABT-888,Dinaciclib,A2058,oneil_2016,11.6513229,24.1595321805373,22
328,Sunitinib,Dasatinib,A2058,oneil_2016,7.097020325000001,34.3795826696122,484
329,AZD1775,Dinaciclib,A2058,oneil_2016,4.34111871,17.713480998979996,34
